cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;pais;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd_1;telefone_1;ddd_2;telefone_2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial
53913592;0001;07;1;RIO PONTE ENGENHARIA;02;20240215;00;;;2024-02-15;4120400;4321500,4322301,4330401,4330499,4399103,4399199;RUA;THOMAZ GONZAGA;000115;EDIF  ED TRES NACOES      SALA  303;PERNAMBUES;41100000;BA;3849;71;92947287;;;;;MATEUS.PIRES@RIOPONTEENGENHARIA.COM;;
53926998;0001;16;1;;02;20240215;00;;;2024-02-15;4110700;;AVENIDA;LUIS VIANA FILHO;006462;      EDIF MANHATTAN            SQUARE WALL STREET        WEST SALA 906 TORRE       B;PATAMARES;41680400;BA;3849;71;33413035;;;;;GERENCIA@VERCONTAS.COM.BR;;
44743265;0002;36;2;EDIFICIO BIOSPHERE ESSENCE;02;20230609;00;;;2023-06-09;4110700;;RUA;ROMULO GALVAO;SN;LOTE  06;NARANDIBA;41192016;BA;3849;71;30168900;;;;;JURIDICO@CSCMASTER.COM;;
33280626;0002;39;2;WEST LOG TRANSPORTE E LOCACAO;02;20240220;00;;;2024-02-20;4120400;3314799,4221902,4222701,4299501,4299599,4311801,4313400,4329103,4329105,4330499,4391600,4399103,4930202,4930203,4930204,7112000,7119701,7119703,8130300;AVENIDA;DOUTOR MANOEL MERCES;671;;ALTO DA CRUZ;42803123;BA;3413;71;88059449;;;;;EMPRESAS@F5EMPRESARIAL.COM.BR;;
53994798;0001;09;1;MDC FORMAS;02;20240221;00;;;2024-02-21;4120400;4399101,6810201,7112000,7732201;AVENIDA;CARDEAL DA SILVA;002312;      EDIF ATLANTICO SUL        RESIDENCE LOJA 0000;RIO VERMELHO;41950495;BA;3849;71;88021167;;;;;MCARDOSO@MGA-E.COM;;
54015876;0001;30;1;VIEIRA ARQUITETURA & CONSTRUCOES;02;20240222;00;;;2024-02-22;4120400;7111100;RUA;MARECHAL ANDREA;000143;SALA  2;PITUBA;41810105;BA;3849;71;92725484;;;;;VIEIRA.ARQCONSTRUCAO@GMAIL.COM;;
54025316;0001;67;1;;02;20240222;00;;;2024-02-22;4110700;6810201,6810203;AVENIDA;BEIRA MAR;45;;CENTRO;45445000;BA;3415;27;99368127;;;;;LUISCOSTA@ESCRITORIODELUIS.COM.BR;;
53589694;0001;00;1;;02;20240122;00;;;2024-01-22;4110700;4120400,6810201;AVENIDA;MARIA QUITERIA;524;      PARTE I             SALA  04;BRASILIA;44088000;BA;3515;75;21012999;;;;;RENAILDA.BASTOS@LMARQUEZZO.COM.BR;;
53610281;0001;60;1;VMT PROJETOS E CONSTRUCOES;02;20240123;00;;;2024-01-23;4120400;4212000,4213800,4292801,4321500,4322301,4330403,4330404,4330499,4399103,7112000,8111700,8130300;RUA;SIQUEIRA CAMPOS  DE 911 AO FIM  LADO IMPAR;1086;;RECREIO;45020505;BA;3965;77;91486577;;;;;VM.ENGCIVIL.VAGNER@GMAIL.COM;;
54201222;0001;00;1;METAPLAN PARTICIPACOES;02;20240305;00;;105;2024-03-05;4110700;6463800,6810201,6810202,6810203;AVENIDA;SANTOS DUMONT;6061;SALA  616;PORTÃO;42712740;BA;3685;71;99846804;0000;00000000;;;CONTABILIDADE@GRUPOMETAPLAN.COM.BR;;
54209890;0001;75;1;SAMPAIO CONSTRUCOES;02;20240306;00;;;2024-03-06;4120400;4321500,4322301,4322302,4322303,4329103,4329104,4330401,4330402,4330403,4330404,4330405,4330499,7112000;RUA;PROFESSOR MILTON CAYRES DE BRITO;000069;EDIF  EXPRESS FLAT        SALA  404;CAMINHO DAS ARVORES;41820570;BA;3849;71;96164049;;;;;DIEGOSAMPAIO1983@GMAIL.COM;;
54301351;0001;61;1;J A EMPRENDIMENTOS;02;20240313;00;;;2024-03-13;4120400;4213800,4321500,4330402,4330403,4330405;RUA;JJ SEABRA;1560;;CENTRO;48880000;BA;3861;75;81634142;;;;;CAMILOCONTADORBA@GMAIL.COM;;
54338722;0001;80;1;TERRAZZA FEIRA;02;20240315;00;;;2024-03-15;4110700;4120400;AVENIDA;GETULIO VARGAS;792;EDIF  ICONE TOWER         LOJA  008;CENTRO;44001525;BA;3515;71;30174256;;;;;CONTATO@TDLCONTABILIDADE.COM.BR;;
47971660;0002;64;2;KAHAKAI;02;20231026;00;;;2023-10-26;4110700;;RODOVIA;BR 367, KM 05;S/N;      COROA VERMELHA;MUTARI;45807000;BA;3855;77;30251200;;;;;CONTABILIDADE@VCACONSTRUTORA.COM.BR;;
54600418;0001;69;1;BF CONSTRUTORA IMOBILIIARIA;02;20240404;00;;;2024-04-04;4120400;3600602,3811400,3812200,4212000,4213800,4221902,4221905,4222701,4299501,4313400,4321500,4322301,4329104,4330401,4330404,7020400,7111100,7112000,8411600;RUA;SERGIPE LOT BAHIA;272;ANDAR 1;LOTEAMENTO BAHIA;46880000;BA;3595;75;92293373;;;;;MAURICIO@BLUECONTABILIDADE.COM;;
54615665;0001;39;1;M.B.F CONSTRUCOES;02;20240405;00;;;2024-04-05;4120400;7732201;RUA;CARLOS VALADARES;1196;;CENTRO;44001001;BA;3515;75;32233770;;;;;FISCAL@POLLOCONTABIL.COM.BR;;
54692703;0001;57;1;TERRA BRASIL CONSTRUTORA;02;20240411;00;;;2024-04-11;4120400;4213800,4311801,4321500,4322301,4330403,4330404,4330499,7112000,7731400,7732201;AVENIDA;MESTRE EUFRASIO;291;;CAMPO DE AVIACAO - SEDE;46117054;BA;3391;77;98233343;;;;;OBAOBA2024K@GMAIL.COM;;
54773226;0001;54;1;MATIAS CONSTRUTORA;02;20240417;00;;;2024-04-17;4110700;4120400;RUA;COPACABANA;125;;TANCREDO NEVES II;48609146;BA;3781;75;88988829;;;;;MATHIASCONSTRUCOES10@GMAIL.COM;;
54957497;0001;60;1;;02;20240430;00;;;2024-04-30;4120400;4211101,4213800,4222701,4299501,4299599,4311801,4313400,4321500,4322301,4322302,4330401,4330402,4330404,4330405,4330499,4399102,4399103,7112000;RUA;OSCAR FONSECA;273;;CENTRO;44350000;BA;3531;75;83179244;;;;;ENGMARQUESTELES@GMAIL.COM;;
40388636;0002;58;2;EASY SAO LAZARO;02;20231108;00;;;2023-11-08;4110700;;RUA;PROFESSOR SEVERO PESSOA;250;;FEDERACAO;40210700;BA;3849;71;99767005;71;92325832;;;ADM@FERRAZSA.COM;;
55049077;0001;48;1;INOVE CONSTRUCOES;02;20240508;00;;;2024-05-08;4120400;2330301,3702900,3811400,4211101,4213800,4221901,4221902,4221903,4221904,4221905,4222701,4222702,4292801,4299501,4311801,4311802,4312600,4313400,4319300,4391600,4399101,7111100,7112000,7732201,8130300;RUA;AFONSO FRAGA;75;;SHANGRI-LA;47600000;BA;3377;38;99144938;;;;;PHCONTABILIDADE@GMAIL.COM;;
55109708;0001;77;1;KM CONSTRUCOES E SERVICOS;02;20240513;00;;;2024-05-13;4120400;4213800,4299501,4330403,4330404,4399103;AVENIDA;LOTUS;346;;NELSON COSTA;45656000;BA;3573;73;81781044;;;;;KMCONSTRUCOES@HOTMAIL.COM;;
55122692;0001;32;1;FRANCO CONSTRUCOES E ENPREENDIMENTOS;02;20240514;00;;;2024-05-14;4120400;4213800,4330404,4923002,6810201,7711000,7731400;AVENIDA;MARIO NEVES DA ROCHA;180;CASA;CENTRO;48490000;BA;3575;75;99772550;;;75;34312215;ROBERTO.SANTABARBARA@BOL.COM.BR;;
55164002;0001;08;1;PUMORI 71 EMPREENDIMENTO;02;20240516;00;;;2024-05-16;4110700;6810201;AVENIDA;ANITA GARIBALDI;001211;EDIF  CENTRAL PINHEIRO    SALA  901;ONDINA;40170130;BA;3849;71;99920458;;;;;DIRETORIA.MAGINA@GMAIL.COM;;
18933020;0003;42;2;DELREI BRASIL CONSTRUTORA;02;20240517;00;;;2024-05-17;4120400;4292801,4399199;RUA;DO AREAL;5;LOTE  05;VILA DE ABRANTES (ABRANTES);42827490;BA;3413;71;88687245;;;;;CONTATO@DELREIESTRUTURAS.COM.BR;;
55187135;0001;08;1;ZB CONSTRUCOES;02;20240520;00;;;2024-05-20;4120400;4321500,4322301,4322302,4322303,4329103,4329104,4330401,4330402,4330403,4330404,4330405,4330499,7112000,7119701;CAMINHO;16  CAJAZEIRAS X  SETOR 02;00002A;CASA;CAJAZEIRAS V;41340025;BA;3849;71;86124345;;;;;RBCONSTRUCOES@HOTMAIL.COM;;
55200049;0001;80;1;;02;20240520;00;;;2024-05-20;4120400;4110700,4299501,6810201,6810202,6810203,7112000;RUA;JURACY MAGALHAES JUNIOR;91;;CENTRO;44001360;BA;3515;75;36234488;;;;;JURIDICO@ASFICOL.COM;;
55200766;0001;01;1;JORAN;02;20240520;00;;;2024-05-20;4110700;6810201,6822600;AVENIDA;ANTONIO CARLOS MAGALHAES;002573;EDIF  ROYAL TRADE         SALA  1504;BROTAS;40280902;BA;3849;71;30350119;;;;;FINANCEIRO@SLTCONTABILIDADE.COM.BR;;
52112710;0002;98;2;CONDOMINIO SPERANZA RESIDENCE;02;20240502;00;;;2024-05-02;4110700;;CORREDOR;BOA VISTA;1300;;SANTO ANTONIO DOS PRAZERES;44072172;BA;3515;75;35120700;;;;;SUPRIMENTOS@ESTACAO1CONSTRUTORA.COM.BR;;
17327150;0008;83;2;RESIDENCIAL IBIZA;02;20240415;00;;;2024-04-15;4110700;;RUA;PARAMBU;S/N;;LUIZ ANSELMO;40261015;BA;3849;71;34501463;71;91812950;;;ESCRITORIO@CONSTRUTORABRF.COM.BR;;
00341310;0003;31;2;FERREIRA FERRAZ INCORPORACOES LTDA;02;20240509;00;;;2024-05-09;4110700;;ALAMEDA;DAS FRAMBOESAS;286;LOTE  005;CAMINHO DAS ARVORES;41820450;BA;3849;71;31131043;;;;;FERREIRAFERRAZ@FEREIRAFERRAZ.COM.BR;;
27655767;0005;39;2;VOG AMADO;02;20240508;00;;;2024-05-08;4110700;;AVENIDA;TANCREDO NEVES;S/N;KM    03;OLIVENCA;45660500;BA;3573;71;36465400;;;;;KUBO@KUBO.COM.BR;;
55324466;0001;34;1;RMT CONSTRUCAO CIVIL;02;20240529;00;;;2024-05-29;4120400;4213800,6810201,7732201;PRACA;PEDRO PEREIRA PRIMO;329;;ALAGADICO;48903391;BA;3669;74;98147406;74;98147416;;;ROBSONMATHEUS0410@GMAIL.COM;;
55378968;0001;48;1;BAIXINHO CONSTRUCOES;02;20240604;00;;;2024-06-04;4120400;4213800,4313400,4321500,4391600,4399101,4399103,7112000,7732201;AVENIDA;ULYSSES GUIMARAES;4295;      EDIF EMPRESARIAL          BOM JESUS SALA 203;SUSSUARANA;41213000;BA;3849;71;30110917;;;;;NILLTONAZEVEDO@GMAIL.COM;;
55424373;0001;81;1;CS ENGENHARIA;02;20240606;00;;;2024-06-06;4120400;4211101,4213800,4313400,4321500,4322301,4322302,4322303,4330404,4399101,7111100,7112000,7490199,7711000,7719599,7732201,7739099;RUA;ADJACY MURICY;450;;ALTO DA MARAVILHA;48970000;BA;3901;74;91926753;;;;;CSENGENHARIA08@GMAIL.COM;;
55617547;0001;22;1;LOTEAMENTO VILA DA SERRA;02;20240620;00;;;2024-06-20;4110700;4120400,4213800,4222701,4313400,4321500,6810203;AVENIDA;BARAO DO RIO BRANCO;1689;LETRA A;SAO FRANCISCO;46430000;BA;3533;77;34517572;;;;;GRUPOACO01@HOTMAIL.COM;;
55621865;0001;67;1;;02;20240621;00;;;2024-06-21;4110700;4120400;AVENIDA;TANCREDO NEVES;000274;      EDIF CENTRO               EMPRESARIAL               IGUATEMI SALA 813;CAMINHO DAS ARVORES;41820020;BA;3849;71;99561011;;;;;LUCAS@GVFEMPREENDIMENTOS.COM.BR;;
55683883;0001;73;1;FORMAPLAN SUPERESTRUTURAS;02;20240626;00;;;2024-06-26;4120400;4313400,7732201;RUA;PORTUGAL;000074;EDIF  REGENTE FEIJO       SALA  607;COMERCIO;40015001;BA;3849;71;98279447;;;;;FORMAPLAN.FORMAS@GMAIL.COM;;
55687381;0001;10;1;CONSTRUTORA RIBEIRO;02;20240626;00;;;2024-06-26;4120400;4213800,4313400,4321500,4330404,4330499;RUA;NOVA VICOSA;112;ANEXO A;ESTANCIA BIQUINE;45986040;BA;3993;73;81428164;;;;;RIBEIIRO.CONSTRUTORA@GMAIL.COM;;
55755807;0001;26;1;RALB CONSTRUCAO CIVIL;02;20240701;00;;;2024-07-01;4120400;4211101,4212000,4213800,4321500,4322301,4391600;RUA;JUVENAL ANDRE MACHADO;70;;SAO FRANCISCO;44950000;BA;3947;11;42272839;;;;;ROMILDOBATISTA26@YAHOO.COM.BR;;
55804169;0001;96;1;VILA 13;02;20240528;00;;;2024-05-28;4120400;4399101;CAMINHO;DA FONTE DO CEU;01;;GAMBOA DO MORRO;45420000;BA;3407;75;99552221;;;;;LEANDRO@GAMBOA.TRAVEL;;
55813798;0001;82;1;OLIVEIRA EMPREENDIMENTOS;02;20240705;00;;;2024-07-05;4120400;4211101,4213800,4221901,4221902,4222701,4291000,4299501,4299599,4311801,4311802,4322301,4329199,4330401,4330404,4330499,4391600,4399101,4399103,4399105,4399199,7112000;RUA;DAS ROSAS;224;;JARDIM VITORIA;47803696;BA;3363;77;98179138;;;;;BTHCONTABILIDADE@OUTLOOK.COM;;
55818517;0001;84;1;;02;20240705;00;;;2024-07-05;4110700;4299599,6810201;RODOVIA;PORTO DE CASTRO ALVES;S/N;;FAZENDA BAIXINHA;44190000;BA;3875;71;30385452;;;;;FABIO@CLIVALEMAIS.COM.BR;;
55820110;0001;91;1;MANDACARU PATRIMONIAL;02;20240705;00;;;2024-07-05;4110700;;RUA;AURELINO FROES MOREIRA;363;ANDAR 6                   SALA  26;BURAQUINHO;42710500;BA;3685;71;88898019;;;;;LOURIVANE@HOTMAIL.COM;;
55846399;0001;18;1;;02;20240708;00;;;2024-07-08;4120400;4110700,4299501,6810201,6810203,7112000;RUA;INTENDENTE RUI;65;ANDAR 1                   SALA  101 A 106;CENTRO;44001168;BA;3515;75;36234488;;;;;JURIDICO@ASFICOL.COM;;
55862570;0001;82;1;FORTUNA INCORPORACOES;02;20240709;00;;;2024-07-09;4110700;6810201,6822600;AVENIDA;MANOEL NOVAES;238;;CENTRO;44700000;BA;3651;75;36126000;;;;;CONTABILIDADE@BARRAGRANDECORRETORA.COM.BR;;
48036190;0002;04;2;ESTILO PITUBA;02;20240426;00;;;2024-04-26;4110700;;RUA;AMAZONAS;597;;PITUBA;41830380;BA;3849;71;34527118;;;;;ATENDIMENTO@CONIE.COM.BR;;
55910352;0001;76;1;BRG SOLUCOES IMOBILIARIAS;02;20240712;00;;;2024-07-12;4110700;4120400,4213800,4292801,4321500,4399103,6810202,6810203,7112000,7119703,7732201;RUA;TEIXEIRA DE FREITAS I;72;      PREDIO;ALTO DA SANTA CRUZ;47100000;BA;3353;74;99133000;74;99324422;74;99133000;MEBM2009@HOTMAIL.COM;;
55958445;0001;70;1;AILTON CONSTRUCOES;02;20240716;00;;105;2024-07-16;4120400;4213800,4313400,4391600;RUA;ODELIZIO DE SOUZA MIRANDA;S/N;;CENTRO;47940000;BA;3999;77;99328116;0000;00000000;;;AILTONBARRETOSANTOS18@GMAIL.COM;;
56000135;0001;01;1;M10 ENGENHARIA;02;20240719;00;;;2024-07-19;4120400;4213800,4221905,4321500,4330404,6209100;AVENIDA;TANCREDO NEVES;001485;      EDIF ESPLANADA            TRADE CENTER SALA         1004;CAMINHO DAS ARVORES;41820020;BA;3849;71;81170000;;;;;MESSI.BOMFIM.SILVA@GMAIL.COM;;
56046390;0001;95;1;CONSTRUTORA OCEANO AZUL;02;20240723;00;;;2024-07-23;4120400;8219999;QUADRA;Q LOTES 001 A 030;S/N;QUADRA0031                LOTE  0001;TAIPU DE FORA - TAIPU DE FORA;45520000;BA;3715;11;66203838;;;;;ZANLORENSSI@GMAIL.COM;;
56089226;0001;65;1;;02;20240725;00;;;2024-07-25;4120400;3811400,4211101,4213800,4313400,4330404,4330499,4399101,4399103,6810201,7711000,7732201,8130300;RUA;PEDRO CANARIO;169;;BONADIMAN;45991126;BA;3993;73;99299790;;;;;SOMARCONT@UOL.COM.BR;;
50546171;0002;70;2;FEIRA DE SANTANA;02;20240726;00;;;2024-07-26;4120400;4399101,7112000;RUA;REAL;S/N;;NOVO HORIZONTE;44036403;BA;3515;11;30749710;;;;;FINANCEIRO@GRUPOIMOBEL.COM.BR;;
52783019;0001;55;1;JB SERRALHERIA;02;20231106;00;;;2023-11-06;4120400;4330404,4399199;RUA;TEODULO DE ALBUQUERQUE;216;EDIF                      SALA  07;CABULA VI;41181010;BA;3849;71;81318184;;;;;JOAOSILVACALDEIRA765@GMAIL.COM;;
56266309;0001;82;1;;02;20240805;00;;;2024-08-05;4120400;4213800,4313400,7112000,7732201;RUA;GUILHERME BISPO DE JESUS;156;;SAO FRANCISCO;48020735;BA;3313;75;99891268;;;;;MR4EMPREENDIMENTOS@GMAIL.COM;;
56282680;0001;38;1;JM CONSTRUCAO;02;20240805;00;;;2024-08-05;4120400;4330499,6810201;RUA;AUGUSTO ANTONIO DE OLIVEIRA;390;TERREO;PARQUE JOAO CARLOS 2 - SEDE;45810000;BA;3807;73;99475913;;;;;ANDREIAAZEVEDO0@HOTMAIL.COM;;
56307825;0001;08;1;LIMMA CONSTRUTORA;02;20240806;00;;;2024-08-06;4120400;4313400,8291100;RUA;JOSE NEVES ANDRADE;SN;;FONSECA;45606596;BA;3597;73;30140130;;;;;SETORDECADASTRO.FINANCEIRO@GMAIL.COM;;
56391009;0001;25;1;;02;20240808;00;;;2024-08-08;4110700;4120400,6810201;RUA;LEONARDO R DA SILVA;257;SALA  207;PITANGUEIRAS;42701420;BA;3685;71;35080049;;;;;KARL@MABCONSTRUCOES.COM.BR;;
56414513;0001;01;1;CASTELO BRANCO EMPREENDIMENTO;02;20240808;00;;105;2024-08-08;4120400;3011301,3313901,3600602,3811400,4211101,4213800,4221902,4222701,4222702,4292801,4292802,4299501,4311801,4311802,4312600,4313400,4321500,4322301,4399102,4923002,4924800,4930201,7711000,7732201,7739003,7739099,8230001,9001902,9001906;TRAVESSA;POLICARPO RIBEIRO;44;CASA;QUADRA 08;47200000;BA;3821;74;99153217;0000;00000000;;;ACONTECRSO@HOTMAIL.COM;;
56420118;0001;23;1;;02;20240708;00;;;2024-07-08;4120400;7112000;AVENIDA;QUEIRA DEUS;895;GALPAO21;PORTAO;42713480;BA;3685;71;33427602;;;;;TAIS@QUALYENGENHARIA.COM.BR;;
56440796;0001;58;1;HJR ENGENHARIA;02;20240812;00;;;2024-08-12;4120400;4212000,4213800,4321500,4330402,4330403,4330405,4330499,7112000,7119703,7119799;RODOVIA;BA 233  ESTRADA DO SITIO;28;;ITAMIRA;48355000;BA;3337;79;96761212;;;;;HELIOCESARJR@HOTMAIL.COM;;
56872867;0001;91;1;LUMS PRAIA DO FORTE SPE;02;20240816;00;;;2024-08-16;4110700;4120400;RUA;SOLDADO LUIZ GONZAGA DAS VIRGENS;000138;EDIF  SAO CONRADO OFFICES SALA  704;CAMINHO DAS ARVORES;41820560;BA;3849;71;96552008;;;;;RODRIGO.ARAUJO@LIVENGE.COM.BR;;
56904909;0001;29;1;DECIDA EMPREENDIMENTOS IMOBILIARIARIOS;02;20240819;00;;105;2024-08-19;4110700;6810201,6810203,6822600;ESTRADA;MASSARANDUBA;1420;      BA 396;ZONA RURAL;48330000;BA;3841;75;34261825;0000;00000000;;;RECONT@RECONT.CNT.BR;;
11447669;0004;95;2;CONDOMINIO RESIDENCIAL JARDINS;02;20240806;00;;;2024-08-06;4110700;;AVENIDA;ANTONIO CARLOS SAMPAIO MARQUES;S/N;;PAPAGAIO;44062850;BA;3515;75;33229999;;;;;FISCAL@LMARQUEZZO.COM.BR;;
56987591;0001;97;1;MPA CONSTRUTORA;02;20240823;00;;;2024-08-23;4120400;3811400,4110700,4211101,4221903,4313400,4321500,4322301,4330404,4399199,6810201,7711000,7731400;PRACA;CASTRO ALVES;230/A;;CENTRO;46880000;BA;3595;75;99078658;;;;;MNSILVA29@GMAIL.COM;;
56989157;0001;46;1;CONSTRUTORA BREDA;02;20240823;00;;;2024-08-23;4120400;4110700;RUA;MORRETES;150;      AREA 01;CONCEICAO;44065082;BA;3515;75;98227356;;;;;LUCIANOBREDA.ADM@GMAIL.COM;;
57006357;0001;02;1;FERRAZ EMPREENDIMENTOS IMOBILIARIOS;02;20240826;00;;;2024-08-26;4120400;6810201,6822600;RUA;JOAO ALVES FEITOSA;200;SALA  B;CLODOALDO COSTA;45700000;BA;3629;77;98086588;;;;;FERRAZEMOBILI@GMAIL.COM;;
57047613;0001;00;1;HORIZONTE CONSTRUCOES;02;20240828;00;;;2024-08-28;4120400;;AVENIDA;LUIS VIANA FILHO;001831;      EDIF AMAZONIA             ESPACO AMAZONIA           SALA 0108;IMBUI;41720200;BA;3849;71;91654191;;;;;SILVAPEIXINHO@YAHOO.COM.BR;;
57061289;0001;76;1;LOTEAMENTO RESIDENCIAL MORADA DO VALLE;02;20240829;00;;;2024-08-29;4110700;;PRACA;DOM FLORENCIO;110;;CENTRO - JIQUIRICA;45470000;BA;3665;71;91623410;;;;;JORRENEGMELO@GMAIL.COM;;
57089338;0001;89;1;BS CONSTRUCOES E INCORPORACOES;02;20240830;00;;;2024-08-30;4120400;4110700,4321500,4322301,4322303,4330404;RUA;NOVO JUAZEIRO;3;      A;JARDIM NOVO ENCONTRO;48904507;BA;3669;87;88888888;;;;;BSCONSTRUCOESEINCORPORACOES@GMAIL.COM;;
57109468;0001;36;1;;02;20240902;00;;;2024-09-02;4120400;3314706,3321000,4110700,4211101,4212000,4213800,4221901,4221902,4222701,4299599,4313400,4321500,7119703,7732201,7739099;RUA;DOUTOR JOSE PEROBA;000297;EDIF  ATLANTA EMPRESARIAL SALA  1305;STIEP;41770235;BA;3849;33;99361999;;;33;99361999;FELIPE@CONSTRUTORABRIX.COM.BR;;
57128069;0001;12;1;COSTA BRITO CONSTRUTORA;02;20240903;00;;;2024-09-03;4120400;4110700,4213800,4311801,4311802,4321500,4322301,4330404,4399103,6810201,6810202,7111100,7112000;RUA;GUILHERMINO NOVAIS;57;;RECREIO;45020600;BA;3965;77;88780110;77;34229090;;;ITAMARCONTABILITA@GMAIL.COM;;
21580655;0004;07;2;RESERVA ALTO DO FORTE;02;20240805;00;;;2024-08-05;4110700;;LOTEAMENTO;QUINTAS DO CASTELO;S/N;QUADRA02                  LOTE  83 84 E 85;ACU DA TORRE;48288000;BA;3721;71;36761378;;;;;MCARDOSO@MGA-E.COM;;
57171250;0001;01;1;CONSTRUTORA CARVALHO;02;20240905;00;;;2024-09-05;4120400;2330304,4212000,4399103,4744099,6810201;RUA;7 DE SETEMBRO;194;      PISO 2;CENTRO;45900000;BA;3437;73;88359677;73;98317706;;;PR.MONTEIRO733@GMAIL.COM;;
57205333;0001;74;1;;02;20240909;00;;;2024-09-09;4110700;4120400,6810201;RUA;CAMPOS SALES;732;LOJA  05                  EDIF  SANTORINI;RENATO GONCALVES;47806058;BA;3363;77;36117799;;;;;FINANCEIRO@SOLARECONSTRUTORA.COM.BR;;
57210770;0001;86;1;OOS CONSTRUTORA;02;20240909;00;;;2024-09-09;4120400;4213800,4321500,4322301,4329199,4330404,4330405,4399103;RUA;BENTO XVI;294;;JARDIM PARAISO;47855790;BA;1112;77;99898081;;;;;FISCAL@VIEIRACONT.COM.BR;;
57224100;0001;19;1;;02;20240910;00;;;2024-09-10;4110700;4120400,6810201;AVENIDA;LUIS VIANA FILHO;013223;      EDIF HANGAR               BUSINESS PARK             HANGAR 2 SALA 109;SAO CRISTOVAO;41500300;BA;3849;71;33785942;;;;;SBREMPREENDIMENTOS@SBREMPREENDIMENTOS.COM.BR;;
57246887;0001;10;1;MA-HAUS;02;20240911;00;;;2024-09-11;4120400;4299501,4321500,6810201,7111100;AVENIDA;SANTOS DUMONT;4487;LOJA  90;RECREIO IPITANGA;42700170;BA;3685;71;81660598;;;;;BRAZILEIRO.MARCELO@GMAIL.COM;;
57264936;0001;47;1;AVODAH;02;20240912;00;;;2024-09-12;4120400;1622601,1622602,1622699,2330301,2330302,2330303,2330304,2330305,2330399,2511000,4213800,4311802,4321500,4322301,4330404,4330405,4399101,4399103,7111100,7112000,7732201,7732202,8111700;PRACA;QUADRANGULAR;40;;CENTRO;46127000;BA;3707;83;81325832;;;;;JSCOMPANY.CONTATO@GMAIL.COM;;
57322634;0001;88;1;;02;20240917;00;;;2024-09-17;4110700;4120400,4299599,6810201,6822600;AVENIDA;PAULO AFONSO;430;ANDAR 1;ALTO DA MARAVILHA;48900397;BA;3669;99;99999999;;;;;SPEJUAZEIRO@GMAIL.COM;;
51403839;0001;01;1;ENGSET CONSTRUTORA;02;20230713;00;;;2023-07-13;4120400;4213800,4311801,4319300,4321500,4322301,4330404,4330405,4330499,4399199;RUA;MANSO CABRAL;48;ANDAR 1                   SALA  3;CENTRO;43700000;BA;3913;71;93318589;71;97073474;;;ENGENHARIA@ENGESETCONSTRUTORA.COM.BR;;
57395133;0001;21;1;CONTENCAO VALE DO REGINALDO;02;20240510;00;;;2024-05-10;4120400;;RUA;PROFESSOR FERNANDO ROCHA;291;;NARANDIBA;41192009;BA;3849;71;31723000;;;;;CPAGAR@CONCRETA.COM.BR;;
57433105;0001;51;1;GTI EMPREENDIMENTOS IMOBILIARIOS;02;20240925;00;;;2024-09-25;4110700;4120400,6810201;AVENIDA;DOIS DE JULHO  SHOPPING ITAGUARI;96;SALA  229A;ERNESTO MELO;44440900;BA;3873;75;99531549;;;;;TASSIOJPS@GMAIL.COM;;
57462573;0001;54;1;F.S 2 EMPREENDIMENTOS;02;20240927;00;;;2024-09-27;4120400;3314706,3321000,4110700,4211101,4212000,4213800,4221901,4221902,4222701,4299599,4313400,4321500,7119703,7732201,7739099;RUA;DOUTOR JOSE PEROBA;000297;EDIF  ATLANTA EMPRESARIAL SALA  1305;STIEP;41770235;BA;3849;33;99361999;;;;;FELIPE@CONSTRUTORABRIX.COM.BR;;
39842302;0002;23;2;RESIDENCIAL MALAGA;02;20230908;00;;;2023-09-08;4110700;;RUA;DA APAE;213;;BARREIRINHAS;47810590;BA;3363;77;36112828;;;;;RAIMUNDO@AGROSULJD.COM.BR;;
57509529;0001;52;1;JADE CONSTRUTORA E INCORPORADORA;02;20241001;00;;105;2024-10-01;4110700;4120400,6810201;RUA;VASCO DA GAMA;84;LOTE  6A1;ALTO MARON;45005246;BA;3965;77;81229660;0000;00000000;;;CONTATO@JADECONSTRUTORA.COM.BR;;
57553797;0001;71;1;BERGUE CONSTRUTORA DA BASE AO ACABAMENTO;02;20241003;00;;;2024-10-03;4120400;2599302,4321500,4322301,4330401,4330402,4330403,4330404,4330405,4330499,4399199,7732202;RUA;JULIA ALVES RODRIGUES;168;      A;LIBERDADE;45836000;BA;3613;73;99485153;;;;;SERCON-CONTABILIDADE@HOTMAIL.COM;;
08343492;1188;05;2;SPAZIO IMPERATRIZ;02;20240926;00;;;2024-09-26;4110700;;RUA;PROFESSOR PLINIO GARCEZ DE SENA;48;COND  SPAZIO IMPERATRIZ;MUSSURUNGA;41480225;BA;3849;31;36158182;;;;;GESTAO.TRIBUTARIA@MRV.COM.BR;;
